id,name,address,city,latitude,longitude,amount,customers
287,Castle Financial Svc,1753 Crosby Ave,Bronx,40.846381,-73.831895,785456.94,4717
288,Pay-O-Matic,1784 Westchester Ave,Bronx,40.831406,-73.866821,653326.16,9667
289,Check Cashing Store,1792 Jerome Ave,Bronx,40.848573,-73.911664,903068.76,9870
290,Check Cashing Place,1801 Mlk Jr Blvd # 4,Bronx,40.850575,-73.915579,943074.01,4776
291,Uneeda Check Cashing Inc,1812 Archer St,Bronx,40.837532,-73.866443,921736.74,3074
292,Franklin Check Cashing Corp,1815 Grand Concourse,Bronx,40.847489,-73.908529,508646.32,6622
293,POM-Clb Check Cashing Inc,1865 Bruckner Blvd,Bronx,40.826412,-73.861801,535817.21,7725
294,Two Bros Gas Corp,1865 Bruckner Blvd,Bronx,40.826412,-73.861801,6850.9,9861
295,EASTCHESTER Check Cashing,189 W 231st St,Bronx,40.879032,-73.904137,655805.07,6205
296,Kimball Check Cashing Corp,1893 Andrews Ave,Bronx,40.853698,-73.914123,865885.34,9000
297,Pay-O-Matic,1908 Cross Bronx Expy # 2,Bronx,40.832512,-73.859886,997240.07,5019
298,L M Check Cashiers Inc,1945 Dr Martin L King Jr,Bronx,40.854164,-73.912491,696488.53,836
299,David's Check Cashing,1998 Bruckner Blvd # 4,Bronx,40.826025,-73.856024,244489.15,8997
300,Check Cashing Place,2031 Jerome Ave,Bronx,40.853467,-73.907766,111376.87,90
301,Eastchester Check Cashing,2046 Eastchester Rd # A,Bronx,40.85444,-73.843546,86700.06,7139
302,Atm National LLC,210 E 188th St,Bronx,40.860912,-73.897141,727581.19,2737
303,Ads Multiservices,212 E Burnside Ave,Bronx,40.851826,-73.903175,12244.31,5476
304,Pay-O-Matic,2187 White Plains Rd,Bronx,40.856432,-73.867725,736752.3,4367
305,King Of Cash,219 E Fordham Rd,Bronx,40.862388,-73.896293,536021.15,4515
306,Pay-O-Matic,2193 Grand Concourse,Bronx,40.855715,-73.901287,775268.59,1907
307,Wink Check Cashing Corp,2250 White Plains Rd,Bronx,40.858772,-73.867541,735657.24,7270
308,Cash Transaction Inc,2260 Walton Ave,Bronx,40.857697,-73.902908,30541.41,1844
309,Action Check Cashing Inc,232 E 194th St,Bronx,40.865251,-73.893314,787688.03,902
310,B X Cash Redemption,2330 Bassford Ave,Bronx,40.855951,-73.89158,58664.43,1853
311,Pay-O-Matic,2356 Grand Concourse # 1,Bronx,40.858723,-73.898674,46254.38,6968
312,Cortlandt Check Cashing Corp,239 W 238th St,Bronx,40.885093,-73.90048,650429.03,8575
313,CHECK Cashing Place,241 E 167th St,Bronx,40.833707,-73.915189,566876.76,802
314,Rite Check Cashing Corp,2418 Williamsbridge Rd,Bronx,40.861416,-73.857547,261894.13,4791
315,Action Check Cashing Corp,2430 Creston Ave,Bronx,40.860969,-73.899026,16590.36,7792
316,Joe & Lisa Cash & Carry Inc,2438 Eastchester Rd,Bronx,40.862267,-73.842842,605428.31,3560
317,Pay-O-Matic,2441 Jerome Ave # 1,Bronx,40.862442,-73.901741,377065.03,3087
318,Pay-O-Matic,25 W 170th St,Bronx,40.840855,-73.918518,571784.28,9257
319,Uneeda Check Cashing Inc,2521 Webster Ave,Bronx,40.861423,-73.891853,789549.13,5735
320,Cash Transaction Inc,2539 Webster Ave,Bronx,40.862064,-73.891081,451400.51,792
321,Rite Check Cashing Svc,2591 Westchester Ave,Bronx,40.841026,-73.841751,514076.76,1292
322,Fast Cash Inc,266 Willis Ave,Bronx,40.809577,-73.922488,554144.82,5403
323,Fast Cash,2660 3rd Ave,Bronx,40.812862,-73.92337,248422.09,9443
324,Check Cashing Place,2686 3rd Ave # 1,Bronx,40.81319,-73.92244,411069.9,594
325,Pay-O-Matic,269 E Tremont Ave,Bronx,40.848807,-73.903633,151185.32,1553
326,Pay-O-Matic,271 E 149th St,Bronx,40.817481,-73.922728,724365.6,1094
327,Check Cashing Place,274 E 198th St,Bronx,40.868779,-73.888742,736910.14,6185
328,David's Money Ctr-Bronx,279 E 161st St,Bronx,40.825505,-73.918079,832648.89,8821
329,Inner City Check Cashing,2800 Boston Rd,Bronx,40.866699,-73.860229,655064.51,5381
330,ATM Cash Express,2801 White Plains Rd,Bronx,40.866928,-73.867416,6889.31,8059
331,ATN Check Cashing,2829 Edson Ave,Bronx,40.868832,-73.833885,238763.67,8214
332,Atm Cash Express,286 E 169th St,Bronx,40.835011,-73.912215,305573.64,8961
333,David's Check Cashing,3015 3rd Ave,Bronx,40.81953,-73.914001,668105.76,5760
334,Rite Check Cash,3035 Wallace Ave,Bronx,40.870728,-73.864586,950098.85,9574
335,Cash Consulting,3071 Middletown Rd,Bronx,40.84481,-73.828186,650110.41,4829
336,Uneeda Check Cashing Inc,3120 Bainbridge Ave # 7,Bronx,40.87442,-73.879089,41844.93,4122
337,Pay-O-Matic,3212 3rd Ave,Bronx,40.823063,-73.909235,5310.12,8007
338,Cash It Corp,3226 Bainbridge Ave,Bronx,40.876521,-73.879619,317533.19,2614
339,Inbox Check Cashing Svc Inc,3257 Westchester Ave,Bronx,40.852585,-73.828041,656872.09,9297
340,Severino Johanny,333 E Gun Hill Rd,Bronx,40.878868,-73.873308,997102.61,5161
341,Money Express Check Cashing,334 E 188th St,Bronx,40.860388,-73.89435,735697.82,4977
342,P R Check Cashing Inc,335 E 143rd St,Bronx,40.813036,-73.92239,504599.18,6860
343,Pay-O-Matic,339 E Gun Hill Rd,Bronx,40.878846,-73.8731,193736.76,1692
344,G & R Check Cashing,3424 Kossuth Ave,Bronx,40.880512,-73.881073,969965.75,6630
345,Pay-O-Matic,3429 E Tremont Ave,Bronx,40.83257,-73.827786,432293.49,4969
346,Eastchester Check Cashing,3445 Boston Rd,Bronx,40.876277,-73.84888,582624.82,3772
347,Pay-O-Matic,3480 Baychester Ave,Bronx,40.880712,-73.838364,316625.6,2136
348,Pay-O-Matic,350 Vele Ave,Bronx,40.840125,-73.883501,56481.2,9165
349,Pay-O-Matic,359 Devoe Ave,Bronx,40.840125,-73.883501,951744.5,8673
350,PLS Check Cashers,359 E 204th St,Bronx,40.871876,-73.877467,87187.39,2420
351,Uneeda Check Cashing Inc,3591 3rd Ave # 169,Bronx,40.832626,-73.905418,719335.34,7132
352,Check Cashing,36 W Kingsbridge Rd,Bronx,40.86773,-73.898963,392157.62,2218
353,Atm National LLC,360 E 197th St,Bronx,40.865633,-73.888185,680101.1,2098
354,College Cash Finders,3677 White Plains Rd # A,Bronx,40.88135,-73.864865,118212.89,2163
355,Pay-O-Matic,3725 E Tremont Ave,Bronx,40.826496,-73.821533,952705.97,6295
356,C & L Check Cashing Corp,3775 White Plains Rd,Bronx,40.883422,-73.862981,743114.95,5993
357,Bisa Check Cashing Corp,3804 Boston Rd,Bronx,40.881154,-73.838175,61255.96,3200
358,Cash Zone,3813 Dyre Ave,Bronx,40.888235,-73.831367,26694.16,5049
359,Wink Check Cashing Corp,388 Bedford Park Blvd # 1,Bronx,40.867628,-73.883993,503256.16,2107
360,Pay-O-Matic,396 E 167th St,Bronx,40.830804,-73.910828,760804.85,8010
361,David's Check Cashing Corp,3963 Laconia Ave,Bronx,40.884224,-73.849358,305993.29,5373
362,C & L Check Cashing Corp,3991 White Plains Rd,Bronx,40.888466,-73.860481,441236.71,7461
363,Inner City Check Cashing,4063 Boston Rd # B,Bronx,40.885693,-73.829231,406511.56,7269
364,All American Check Cashing,412 Soundview Ave,Bronx,40.813958,-73.85827,541151.88,2984
365,Atm National LLC,42 E 167th St,Bronx,40.835579,-73.920967,448482.13,9360
366,Pay-O-Matic,4215 3rd Ave,Bronx,40.84688,-73.896141,86519.29,8625
367,Rite Check Cashing,426 E 138th St,Bronx,40.80843,-73.921989,726182.19,4895
368,Pay-O-Matic,4551 3rd Ave,Bronx,40.854573,-73.890557,405136.3,3280
369,Stors Money Gram Corp,456 E 149th St,Bronx,40.814869,-73.915283,237944.33,4504
370,Cash Entertainment,4615 Furman Ave,Bronx,40.902225,-73.850555,480195.95,8869
371,Fast Cash Inc,469 Brook Ave,Bronx,40.813073,-73.91612,771988.51,3735
372,Action Check Cashing Inc,4729 White Plains Rd # A,Bronx,40.904366,-73.850098,779978.02,8403
373,Cfsc,510 Claremont Pkwy,Bronx,40.838192,-73.901573,144899.36,5657
374,Pay-O-Matic,513 E 180th St,Bronx,40.850869,-73.894272,562927.2,9133
375,Paymatic,5207 Broadway,Bronx,40.874693,-73.909819,847231.33,9830
376,CBL Check Cashing,5237 Broadway,Bronx,40.875434,-73.908836,267672.8,9184
377,Check Cashing,535 Southern Blvd,Bronx,40.812128,-73.904195,312504.19,7290
378,Check Cashing Place,544 E Fordham Rd,Bronx,40.859171,-73.886811,536420.8,3839
379,Rite Check Cashing,560 Balcom Ave,Bronx,40.821371,-73.826185,864311.51,890
380,Castle Financial Svc,5824 Broadway # 1,Bronx,40.885313,-73.900182,653592.37,7758
381,Rite Check Cashing Inc,583 E 138th St,Bronx,40.806529,-73.916662,918441.62,4520
382,Baychester Payment Ctr,603 Westchester Ave,Bronx,40.816018,-73.910788,146580.34,6253
383,V & V Check Cashing Corp,620 Castle Hill Ave # A,Bronx,40.820406,-73.848291,420142.94,5893
384,Atm Cash Express Inc,638 E 169th St,Bronx,40.830993,-73.901206,922394.78,204
385,Jackson Check Cashing Corp,648 Jackson Ave,Bronx,40.81572,-73.907883,493612.64,7828
386,M & J Check Cashing,654 Courtlandt Ave,Bronx,40.819121,-73.918324,964141.66,5954
387,Pay-O-Matic,664 E Tremont Ave,Bronx,40.845748,-73.891911,361246.38,9798
388,Fast Cash Inc,667 E 187th St,Bronx,40.854755,-73.885559,499130.43,1286
389,Wink Check Cashing Corp,677 Allerton Ave,Bronx,40.865459,-73.868257,170573.82,2450
390,Pay-O-Matic,686 Nereid Ave,Bronx,40.898469,-73.854861,352231.59,2785
391,Castle Financial Svc,689 Morris Park Ave,Bronx,40.845459,-73.866417,526462.99,6409
392,Inbox Check Cashing Svc Inc,691 CO Op City Blvd # B,Bronx,40.880002,-73.823016,450387.32,3824
393,Pay-O-Matic,697 E Gun Hill Rd,Bronx,40.877668,-73.867321,337783.27,1673
394,Subway Check Cashing Svc,701 Hunts Point Ave,Bronx,40.815072,-73.886561,652719.23,8961
395,Money Cash,71 E 204th St,Bronx,40.866857,-73.899139,896023.76,9610
396,Rite Check Cashing,715 E 138th St,Bronx,40.804883,-73.912764,83815.87,9109
397,PTL Check Cashing Corp,738 E 233rd St,Bronx,40.89291,-73.856001,839187.2,3816
398,P R Check Cashing,747 E 132nd St,Bronx,40.800949,-73.914925,448532.9,1458
399,Pay-O-Matic,797 Southern Blvd,Bronx,40.816341,-73.89669,965722.92,7926
400,Quick Cash Inc,798 Hunts Point Ave,Bronx,40.816614,-73.887807,458355.11,5825
401,Pay-O-Matic,81 W Fordham Rd,Bronx,40.862808,-73.904225,194656.58,1382
402,Check Cashing Place,837 Soundview Ave,Bronx,40.822268,-73.867213,364591.13,922
403,Cfs Check Cashing Inc,84 E 161st St,Bronx,40.827254,-73.924834,82282.33,3641
404,PLS Check Cashers,84 W Fordham Rd,Bronx,40.862713,-73.904727,645223.6,2435
405,Isiah Welsh Sm El Gs,843 E 229th St # 1,Bronx,40.889408,-73.854286,376218.54,7294
406,Cash Transaction Inc,850 E 180th St,Bronx,40.845439,-73.883446,790933.53,2510
407,Davids Check Cashing Inc,868 Prospect Ave,Bronx,40.820461,-73.901242,674419.9,1986
408,ATM Cash Express,874 Hunts Point Ave,Bronx,40.81886,-73.889177,683401.35,1999
409,Pay-O-Matic,890 E Tremont Ave,Bronx,40.842401,-73.885127,167279.43,5115
410,Subway Check Cashing Svc,898 Hunts Point Ave,Bronx,40.81943,-73.889575,749966.64,6677
411,Pay-O-Matic,931 E 174th St,Bronx,40.837349,-73.88694,531304.76,887
412,Pay-O-Matic,936 E Gun Hill Rd,Bronx,40.874844,-73.859528,704356.85,4137
413,Check Cashing Place,94 E 61st Rd,Bronx,40.814984,-73.907968,627221.74,6486
414,Pay-O-Matic,977 Prospect Ave,Bronx,40.825754,-73.893863,366206.26,996
415,Subway Check Cashing Svc,980 Intervale Ave # A,Bronx,40.822704,-73.896591,200725.65,2756
416,Prima Check Cashing,LA Guardia Airport Termin,Flushing,40.768565,-73.887465,203174.99,1321
417,Prima Check Cashing,Jfk International Airport,Jamaica,40.652756,-73.812765,850617.13,2708
418,Pay-O-Matic,9925 Horace Harding Expy,Corona,40.736584,-73.857643,596054.66,6584
419,JCG Check Cashing,9855 63rd Rd,Flushing,40.732643,-73.857452,595400.31,3516
420,Csfc,9804 Queens Blvd,Rego Park,40.728111,-73.858055,73714.23,9012
421,Fast Cash Industry Inc Ny De,9719 Jamaica Ave,Jamaica,40.694962,-73.847947,634231.82,1435
422,Atn Check Cashing,9703 57th Ave,Flushing,40.73723,-73.863984,606766.9,5800
423,F S Quality Check Cashing Co,97 3a 57 Ave,Elmhurst,40.740846,-73.878528,849346.11,8475
424,ATN Check Cashing,9472 Corona Ave,Elmhurst,40.741894,-73.867737,122519.28,6763
425,Sunrise Check Cashing Inc,9421 Astoria Blvd,East Elmhurst,40.762969,-73.874351,392743.33,6986
426,New York Community Financial,9305 Jamaica Ave,Jamaica,40.693851,-73.851758,393564.63,6129
427,Whitestone Check Cashing,9240 Guy R Brewer Blvd,Jamaica,40.703465,-73.796494,671399.49,6961
428,Visa Check Cashing,9120 59th Ave # C,Elmhurst,40.733925,-73.86978,14575.5,5301
429,Easy Cash Corp,9118 59th Ave,Elmhurst,40.733924,-73.869783,771385.76,5430
430,Cash Zone,9079 Sutphin Blvd # 3,Jamaica,40.700904,-73.807246,203842.22,4225
431,Har-Joe Check Cashing,9044 Parsons Blvd,Jamaica,40.703516,-73.800355,323221.26,2588
432,Sunrise Check Cashing Corp,9006 Merrick Blvd,Jamaica,40.706835,-73.794964,407171.94,9653
433,Number 1 Fast Cash,8952 165th St,Jamaica,40.706322,-73.795489,795582.62,2270
434,Number 1 Fast Cash,8952 165th St,Jamaica,40.706322,-73.795489,584901.29,6563
435,L C Check Cashing Corp,8948 Metropolitan Ave,Flushing,40.711895,-73.860386,197952.13,5708
436,Pay-O-Matic Corp,8918 Roosevelt Ave,Jackson Height,40.748309,-73.87709,670279.97,5988
437,American Quick Cash,8841 Ransom St,Jamaica,40.729366,-73.734687,878330.99,9126
438,Cash Business Marketing ATM,8824 Van Wyck Expy,Jamaica,40.703156,-73.81736,91614.48,6635
439,Button Ancillary Advance Svc,8803 107th Ave,Ozone Park,40.678226,-73.84964,593024.56,3315
440,Cash ATM Systems Inc,8727 Britton Ave,Flushing,40.74778,-73.87885,405987.39,4979
441,Peninsula Check Cashing,8712 Rockaway Beach Blvd,Rockaway Beach,40.58745,-73.812663,547662.77,953
442,Fast Cash USA Inc,8542 Grand Ave,Flushing,40.735477,-73.88076,618993.97,9844
443,Sunrise Check Cashing,8518 Queens Blvd,Elmhurst,40.736536,-73.87807,857939.59,1344
444,Easy Cash Corp,8416 Astoria Blvd # E,Flushing,40.76447,-73.884692,745793.46,9928
445,Cash In You Rnote LLC,8400 Shore Front Pkwy # 2,Rockaway Beach,40.586592,-73.804329,50305.99,1935
446,Clb Check Cashing,8306 Broadway # 1,Elmhurst,40.740903,-73.879818,955765.37,7147
447,Action Check Cashing,8136 Baxter Ave # 1,Flushing,40.745975,-73.883377,777537.97,5161
448,CLB Check Cashing,8118 Northern Blvd,Flushing,40.755443,-73.885545,92311.16,1695
449,Cash Gold,8116 Roosevelt Ave,Flushing,40.747411,-73.884157,765389.99,8576
450,Fast Cash Enterprise Inc,8114 Northern Blvd,Flushing,40.755234,-73.88562,576006.1,7998
451,College Point Check Cashing,8021 37th Ave,Flushing,40.749651,-73.885664,798789.91,1
452,Credit & Funding,8011 164th St,Jamaica,40.721142,-73.804054,668294.93,6847
453,NYC Cash Inc,8011 164th St,Jamaica,40.721142,-73.804054,207456.47,280
454,Avenue Check Cashing,7801 Jamaica Ave,Jamaica,40.691872,-73.864013,55314.8,7709
455,MCR Point Of Sale Systs Inc,7716 164th St,Fresh Meadows,40.723879,-73.804896,260351.71,6770
456,Corona Check Cashing Corp,7702 Roosevelt Ave,Jackson Height,40.746933,-73.888359,772710.02,5164
457,PLS Check Cashers,7622 Roosevelt Ave,Jackson Height,40.747083,-73.888752,600684.18,7993
458,M M Cash Corp,7620 Jamaica Ave,Woodhaven,40.69149,-73.864815,742568.52,5151
459,Jcg Check Cashing Inc,7417 Grand Ave,Flushing,40.730808,-73.88736,605000.34,9119
460,Money Centers,7316 Metropolitan Ave,Flushing,40.712658,-73.878731,915584.91,8156
461,Whitestone Check Cashing,7104 Kissena Blvd,Flushing,40.729628,-73.815213,69361.04,4599
462,Cash Business Marketing,6919 Beach Channel Dr,Far Rockaway,40.592595,-73.79907,264126.63,9331
463,CLB Check Cashing,6907 Northern Blvd,Woodside,40.754444,-73.896938,217143.54,9381
464,Payamatic,6820 Queens Blvd,Flushing,40.740106,-73.896251,359228.7,696
465,B & H Check Cashing,6816 Fresh Pond Rd,Ridgewood,40.704617,-73.896342,15718.87,7863
466,Galaxia Check Cashing,6703 Roosevelt Ave,Woodside,40.746452,-73.897957,734314.06,6946
467,United Check Cashing,6633 Grand Ave,Flushing,40.724888,-73.897835,868001.57,8979
468,B & H Check Cashing Svc,6627 Fresh Pond Rd,Ridgewood,40.708221,-73.897554,304402.3,9186
469,Village Cash For Gold,6550 Metropolitan Ave,Flushing,40.712231,-73.894218,282353.82,8175
470,L C Check Cashing Corp,6204 Woodhaven Blvd # A,Flushing,40.726927,-73.870745,459290.98,9620
471,Action Check Cashing Inc,6120 Springfield Blvd,Flushing,40.748343,-73.756379,778427.31,2998
472,Mt Vernon Money Ctr,6110 Queens Blvd,Flushing,40.74091,-73.903664,702720.53,3290
473,Pay-O-Matic,6029 Myrtle Ave,Ridgewood,40.70079,-73.89727,552219.06,2191
474,LIE Check Cashing Corp,5967 55th Dr,Flushing,40.725947,-73.906371,210941.5,7685
475,Subway Check Cashing Svc,5924 Grand Ave,Flushing,40.720581,-73.907471,884935.92,2140
476,Pay-O-Matic,5814 Roosevelt Ave # A,Woodside,40.745145,-73.906067,89351.19,978
477,Money Centers,5802 Borden Ave,Flushing,40.729553,-73.9114,421390.09,6375
478,Pay-O-Matic,5654 Myrtle Ave,Flushing,40.700146,-73.904236,145966.5,1448
479,M M Cash Corp,5502 108th St,Corona,40.740826,-73.853844,666072.84,9126
480,Easy Cash Corp,5411 Northern Blvd # 4,Flushing,40.753712,-73.906143,394466.99,2855
481,MMR Check Cashing Corp,5410 Flushing Ave,Maspeth,40.714923,-73.913011,101354.24,1659
482,CLB Check Cashing Inc,5305 108th St,Flushing,40.742487,-73.854331,358113.93,8332
483,Check Cashing Place,5241 Van Dam St,Long Island Ci,40.735824,-73.936613,629892.96,7906
484,Mott Ave Check Cashing Corp,524 Beach 20th St,Far Rockaway,40.600146,-73.753722,929313.44,2303
485,CLB Check,520 45th Ave,Long Island Ci,40.749371,-73.940395,14053.34,6066
486,Payomatic,4915 Vernon Blvd,Long Island Ci,40.742869,-73.953729,49767.1,1666
487,All American Check Cashing,4712 Broadway,Long Island Ci,40.755962,-73.913208,243582.49,6368
488,Pay-O-Matic,4614 Queens Blvd,Sunnyside,40.742921,-73.918351,340170.35,5398
489,Into White Dental Arts PLLC,4611 156th St,Flushing,40.753761,-73.810234,872148.88,2305
490,Check Cashing LLC,4501 Northern Blvd # E,Long Island Ci,40.753956,-73.917543,562776.01,3492
491,Super Cash,4466 21st St,Long Island Ci,40.74788,-73.947675,762059.71,8966
492,Action Check Cashing Inc,4427 Kissena Blvd,Flushing,40.753263,-73.821964,689586.79,5225
493,E Check & Cash Inc,4404 Kissena Blvd,Flushing,40.753345,-73.822693,371380.47,2054
494,Money Centers,4404 21st St,Long Island Ci,40.749397,-73.947227,270166.17,291
495,F S Quality Check Cashing In,4339 91st Pl,Flushing,40.742632,-73.873595,48244.81,6415
496,Claim Cash Ny,4325 Douglaston Pkwy,Flushing,40.766975,-73.745636,853604.2,3050
497,Whitestone Check Cashing Cor,4215 College Point Blvd,Flushing,40.754516,-73.832935,880921.49,249
498,Larry & King Communications,4146 Main St # 201,Flushing,40.756969,-73.828976,862990.86,9315
499,SMJ Service Inc,4122 Greenpoint Ave,Sunnyside,40.740283,-73.923262,474052.46,6723
500,Republic Capital Group,4122 College Point Blvd,Flushing,40.755592,-73.833771,537973.65,8176
501,Whitestone Check Cashing,4105 Northern Blvd,Long Island Ci,40.753021,-73.922516,583834.73,2270
502,Continental Check Cashing,4035 Junction Blvd # 2,Flushing,40.748306,-73.868546,675817.2,9295
503,Pay-O-Matic,4035 21st St # 5,Long Island Ci,40.754772,-73.941611,747193.55,9002
504,Pay O Tamic Check Cashing,4035 21st St,Long Island Ci,40.754772,-73.941611,701335.91,9270
505,Pay-O-Matic,3928 Queens Blvd,Sunnyside,40.743685,-73.925009,546068.09,7463
506,Into Graphic Corp,3910 63rd St,Woodside,40.746295,-73.900953,244950.58,8800
507,PLS Check Cashers,3810 Junction Blvd,Flushing,40.749298,-73.869858,180779.87,9088
508,Check In,3803 Main St,Flushing,40.760681,-73.830626,395829.31,2004
509,Pay-O-Matic,3774 90th St,Jackson Height,40.748444,-73.876545,364526.83,5508
510,Cashzone Check Cashing,3552 31st St,Astoria,40.756901,-73.929878,143250.37,2656
511,Regina Check Cashing,3505 Junction Blvd,Flushing,40.753221,-73.871662,832128.84,4234
512,David's Check Cashing,3412 Steinway St,Long Island Ci,40.756024,-73.921471,799381.83,5704
513,KAF Check Cashing Inc,3324 Northern Blvd # A,Long Island Ci,40.751895,-73.931047,496509.47,1061
514,KAF Check Cashing Inc,3244 Queens Blvd,Long Island Ci,40.744328,-73.931961,895586.38,921
515,SMJ Service Inc,3188 21st St,Astoria,40.765414,-73.931584,542657.67,2867
516,Pay-O-Matic,3100 47th Ave # H,Long Island Ci,40.74303,-73.935792,384353.29,7956
517,Pay-O-Matic,3031 Stratton St,Flushing,40.769091,-73.834114,930069.24,6944
518,Whitestone Check Cashing,3031 Stratton St,Flushing,40.769091,-73.834114,863090.9,6801
519,Pay-O-Matic,3014 31st St # A,Astoria,40.766636,-73.921982,386484.61,8611
520,Pay-O-Matic,3008 Broadway,Astoria,40.762168,-73.925912,579418.51,1121
521,J C Check Cashing LLC,2920 Hoyt Ave S,Astoria,40.770694,-73.918251,273620.01,7811
522,Quick Cash,2914 30th Ave,Astoria,40.767432,-73.922647,651744.87,8432
523,Cfsc,2559 Steinway St,Long Island Ci,40.766388,-73.912605,615026.5,6310
524,Challenger II Check Cashing,25314 Rockaway Blvd,Rosedale,40.635729,-73.740297,204698.14,6494
525,KAF Check Cashing Inc,2508 Queens Plz S,Long Island Ci,40.750198,-73.939976,546571.48,3442
526,CLB Check Cashing,24712 S Conduit Ave,Jamaica,40.665322,-73.730829,694352.98,2392
527,EGI Check Cashing,23136 Merrick Blvd,Laurelton,40.675322,-73.738408,839435.33,4402
528,T A S Check Cashing Inc,2305 31st St,Astoria,40.774189,-73.913008,305782.21,9709
529,Tax Check Cashing Inc,2305 31st St,Long Island Ci,40.774189,-73.913008,796092.92,6959
530,PLS Check Cashers,23002 S Conduit Ave,Springfield Gd,40.665184,-73.747124,25602.39,3282
531,Queens Check Cashing Corp,22411 Linden Blvd,Jamaica,40.694079,-73.73591,66805.82,5862
532,CLB Check Cashing,22206 S Conduit Ave,Jamaica,40.665218,-73.755585,828216.7,7816
533,Cash ATM Systems Inc,22201 Linden Blvd # Grd,Jamaica,40.694702,-73.737976,173562.31,9891
534,Glass Check Cashing Corp,21919 Jamaica Ave,Queens Village,40.71867,-73.735588,279222.67,5411
535,Quick Cash,21880 Hempstead Ave,Queens Village,40.712914,-73.735476,374071.49,8848
536,Village Check Cashing,21856 Hempstead Ave,Jamaica,40.713182,-73.736233,665696.36,1720
537,Quick Cash Of Laurelton LLC,21706 Merrick Blvd,Laurelton,40.67971,-73.752304,162201.29,6240
538,Mott Ave Check Cashing Corp,2138 Mott Ave,Far Rockaway,40.605297,-73.754646,642753.51,7713
539,Avenue Check Cashing,21233 Jamaica Ave # A,Jamaica,40.716217,-73.745995,504877.18,8153
540,Bel-Air Check Cashing Corp,20714 Northern Blvd,Flushing,40.758472,-73.775936,264668.83,412
541,Bel Air Check Cashing Corp,20601 Hollis Ave,Queens Village,40.707702,-73.750976,658320.49,5532
542,Sunrise Check Cashing,20521 Linden Blvd,Jamaica,40.695945,-73.746992,731313.01,1091
543,Pay-O-Matic,20519 Jamaica Ave # 1,Hollis,40.714062,-73.754463,551236.62,3514
544,POM-Clb Check Cashing Inc,20506 Hillside Ave,Hollis,40.720697,-73.760085,70726.9,8917
545,Melissa Check Cashing Corp,19613 Linden Blvd,Jamaica,40.693569,-73.755592,41011.79,4015
546,College Point Check Cashing,1910 Hazen St # 4,East Elmhurst,40.773754,-73.893616,303570.06,9737
547,CLB Check Cashing Inc,18834 Linden Blvd,Jamaica,40.69146,-73.76281,695966.09,5356
548,Action Check Cashing Inc,18806 Jamaica Ave # B,Jamaica,40.710815,-73.770203,936124.9,9811
549,Action Check Cashing Inc,188 6b Jamaica Ave,Hollis,40.715703,-73.767429,373466.57,975
550,Cash Quick,18602 122nd Ave,Jamaica,40.683052,-73.759814,863047.65,4716
551,SMJ Service Inc,1833 27th Ave,Astoria,40.772614,-73.926208,415921.57,9942
552,College Point Check Cashing,1830 College Point Blvd,Flushing,40.782439,-73.84596,467365.55,3850
553,Queens Check Cashing Corp,18209 Jamaica Ave,Jamaica,40.708881,-73.778687,333871.03,4712
554,M L Z Home Care,1819 E 13th,Flushing,40.772608,-73.747203,427996.24,9238
555,Subway Check Cashing,17939 Hillside Ave,Jamaica,40.712915,-73.783113,274238.75,3089
556,Cash Money Brothers Corp,17721 105th Ave,Jamaica,40.704071,-73.780594,411303.62,1228
557,Quick Cash,17531 Jamaica Ave,Jamaica,40.708244,-73.784645,180890.69,318
558,Cash For Gold,17233 Hillside Ave,Jamaica,40.712126,-73.789277,127757.81,6905
559,Queens Check Cashing Corp,17015 Jamaica Ave # A,Jamaica,40.70755,-73.789307,401175.26,1731
560,16805 Union Turnpike Check,16805 Union Tpke,Flushing,40.723086,-73.800082,196834,1644
561,Jamaica Check Cashing Corp,16706 Hillside Ave,Jamaica,40.70971,-73.79545,952593.19,3119
562,Caf Childrens Clothes,16210 Jamaica Ave # 1342,Jamaica,40.70425,-73.79765,259290.83,3464
563,Pay-O-Matic,16039 Rockaway Blvd,Jamaica,40.663544,-73.776428,787145.66,1173
564,Franklin Check Cashing Inc,16005 Hillside Ave,Jamaica,40.708287,-73.801785,434238.11,7188
565,Bel-Air Check Cashing Corp,15917 Northern Blvd,Flushing,40.763215,-73.806218,271552.06,4662
566,Americash,15848 Crossbay Blvd,Howard Beach,40.662739,-73.842719,94577.99,3529
567,Trans Multi Svc Corp,15340 Hillside Ave,Jamaica,40.707409,-73.802826,102097.51,6500
568,Cash Business Marketing & At,14864 Hillside Ave,Jamaica,40.706389,-73.807131,292185.92,3183
569,Pay-O-Matic,14739 Union Tpke,Flushing,40.71868,-73.813917,382776.71,3911
570,Pay-O-Matic,14703 Guy R Brewer Blvd,Jamaica,40.660885,-73.767738,461421.55,9042
571,Whitestone Check Cashier,14703 Guy R Brewer Blvd,Jamaica,40.660885,-73.767738,397735.97,7670
572,Whitestone Check Cashing,147 3a Guy R Brewer Blvd,Jamaica,40.676643,-73.776841,879638.01,489
573,Cash It Corp,14647 228th St,Springfield Gd,40.658989,-73.753136,617673.39,4177
574,Jcg Check Cashing Inc,14615 Jamaica Ave,Jamaica,40.701935,-73.808399,723024.73,9342
575,JCG Check Cashing Inc,14615 Jamaica Ave,Jamaica,40.701935,-73.808399,222625.57,2874
